State,County,ICU Beds,Total Population,Population Aged 60+,Percent of Population Aged 60+,Residents Aged 60+ Per Each ICU Bed
Idaho,Lemhi,0,7755,2895,37.3,null
Idaho,Lewis,0,3824,1252,32.7,null
Idaho,Lincoln,0,5296,973,18.4,null
Idaho,Madison,4,38241,3374,8.8,844
Idaho,Minidoka,0,20448,4407,21.6,null
Idaho,Nez Perce,9,40014,10185,25.5,1132
Idaho,Oneida,0,4284,1060,24.7,null
Idaho,Owyhee,0,11384,2589,22.7,null
Idaho,Payette,0,22839,5298,23.2,null
Idaho,Power,0,7667,1593,20.8,null
Idaho,Shoshone,0,12490,3745,30,null
Idaho,Teton,0,10776,1500,13.9,null
Idaho,Twin Falls,30,82248,16621,20.2,554
Idaho,Valley,0,10104,3660,36.2,null
Idaho,Washington,0,9996,3185,31.9,null
Illinois,Adams,25,66787,16968,25.4,679
Illinois,Alexander,0,6776,1841,27.2,null
Illinois,Bond,0,17034,4097,24.1,null
Illinois,Boone,0,53638,10544,19.7,null
Illinois,Brown,0,6791,1260,18.6,null
Illinois,Bureau,9,33619,9368,27.9,1041
Illinois,Calhoun,0,4897,1471,30,null
Illinois,Carroll,0,14704,4653,31.6,null
Illinois,Cass,0,12880,2896,22.5,null
Illinois,Champaign,51,207946,35016,16.8,687
Illinois,Christian,0,33562,8376,25,null
Illinois,Clark,0,15924,4021,25.3,null
Illinois,Clay,0,13393,3767,28.1,null
Illinois,Clinton,4,37640,8553,22.7,2138
Illinois,Coles,9,52540,11175,21.3,1242
Illinois,Cook,1606,5238541,1005046,19.2,626
Illinois,Crawford,0,19214,4912,25.6,null
Illinois,Cumberland,0,10899,2730,25,null
Illinois,DeKalb,16,104473,16887,16.2,1055
Illinois,De Witt,0,16176,3995,24.7,null
Illinois,Douglas,0,19830,4574,23.1,null
Illinois,DuPage,257,931826,189208,20.3,736
Illinois,Edgar,0,17603,4908,27.9,null
Illinois,Edwards,0,6570,1759,26.8,null
Illinois,Effingham,10,34164,8041,23.5,804
Illinois,Fayette,4,21980,5172,23.5,1293
Illinois,Ford,2,13470,3522,26.1,1761
Illinois,Franklin,0,39302,10199,26,null
Illinois,Fulton,5,35733,9382,26.3,1876
Illinois,Gallatin,0,5226,1526,29.2,null
Illinois,Greene,0,13311,3320,24.9,null
Illinois,Grundy,8,50333,9077,18,1135
Illinois,Hamilton,0,8259,2379,28.8,null
Illinois,Hancock,0,18264,5387,29.5,null
Illinois,Hardin,0,4161,1198,28.8,null
Illinois,Henderson,0,6927,2225,32.1,null
Illinois,Henry,3,49649,12932,26,4311
Illinois,Iroquois,0,28457,8008,28.1,null
Illinois,Jackson,21,59115,11301,19.1,538
Illinois,Jasper,0,9608,2496,26,null
Illinois,Jefferson,22,38358,9508,24.8,432
Illinois,Jersey,4,22215,5642,25.4,1411
Illinois,Jo Daviess,0,22046,7704,34.9,null
Illinois,Johnson,0,12899,3202,24.8,null
Illinois,Kane,103,529402,93411,17.6,907
Illinois,Kankakee,56,110801,23667,21.4,423
Illinois,Kendall,0,122933,16292,13.3,null
Illinois,Knox,18,51374,13829,26.9,768
Illinois,Lake,108,704476,131932,18.7,1222
Illinois,LaSalle,13,111151,27315,24.6,2101
Illinois,Lawrence,0,16457,3784,23,null
Illinois,Lee,6,34670,8585,24.8,1431
Illinois,Livingston,5,36812,9046,24.6,1809
Illinois,Logan,0,29488,7086,24,null
Illinois,McDonough,7,31597,7097,22.5,1014
Illinois,McHenry,33,308043,58774,19.1,1781
Illinois,McLean,30,173231,29727,17.2,991
Illinois,Macon,65,107587,27263,25.3,419
Illinois,Macoupin,0,45960,12200,26.5,null
Illinois,Madison,58,266153,60531,22.7,1044
Illinois,Marion,9,38305,9723,25.4,1080
Illinois,Marshall,0,11925,3583,30,null
Illinois,Mason,0,13904,3948,28.4,null
Illinois,Massac,0,14594,3963,27.2,null
Illinois,Menard,0,12416,3156,25.4,null
Illinois,Mercer,0,15794,4395,27.8,null
Illinois,Monroe,0,33739,7670,22.7,null
Illinois,Montgomery,0,29173,7326,25.1,null
Illinois,Morgan,9,34442,8786,25.5,976
Illinois,Moultrie,0,14711,3592,24.4,null
Illinois,Ogle,4,51619,12307,23.8,3077
Illinois,Peoria,107,186145,40675,21.9,380
Illinois,Perry,0,21467,5195,24.2,null
Illinois,Piatt,0,16433,4034,24.5,null
Illinois,Pike,0,15930,4190,26.3,null
Illinois,Pope,0,4360,1604,36.8,null
Illinois,Pulaski,0,5691,1566,27.5,null
Illinois,Putnam,0,5771,1655,28.7,null
Illinois,Randolph,0,32829,8130,24.8,null
Illinois,Richland,8,15953,4167,26.1,521
Illinois,Rock Island,58,146205,35994,24.6,621
Illinois,St. Clair,42,264433,54566,20.6,1299
Illinois,Saline,0,24430,6376,26.1,null
Illinois,Sangamon,99,198134,45191,22.8,456
Illinois,Schuyler,0,7181,2052,28.6,null
Illinois,Scott,0,5109,1345,26.3,null
Illinois,Shelby,0,21906,6197,28.3,null
Illinois,Stark,0,5551,1581,28.5,null
Illinois,Stephenson,8,45839,13432,29.3,1679
Illinois,Tazewell,8,134695,31973,23.7,3997
Illinois,Union,0,17267,4624,26.8,null
Illinois,Vermilion,12,79207,19371,24.5,1614
Illinois,Wabash,4,11568,3004,26,751
Illinois,Warren,0,17429,4147,23.8,null
Illinois,Washington,0,14260,3641,25.5,null
Illinois,Wayne,4,16569,4419,26.7,1105
Illinois,White,0,14186,3906,27.5,null
Illinois,Whiteside,9,56823,14999,26.4,1667
Illinois,Will,92,687727,116816,17,1270
Illinois,Williamson,26,67477,16353,24.2,629
Illinois,Winnebago,87,287512,65218,22.7,750
Illinois,Woodford,0,38942,8978,23.1,null
Indiana,Adams,4,35018,7140,20.4,1785
Indiana,Allen,170,367747,70976,19.3,418
Indiana,Bartholomew,17,81024,16862,20.8,992
Indiana,Benton,0,8685,2012,23.2,null
Indiana,Blackford,0,12214,3332,27.3,null
Indiana,Boone,8,63013,11259,17.9,1407
Indiana,Brown,0,15007,4827,32.2,null
Indiana,Carroll,0,19994,5056,25.3,null
Indiana,Cass,5,38248,8878,23.2,1776
Indiana,Clark,25,114893,23978,20.9,959
Indiana,Clay,0,26375,6400,24.3,null
Indiana,Clinton,0,32455,7149,22,null
Indiana,Crawford,0,10598,2693,25.4,null
Indiana,Daviess,5,32777,6611,20.2,1322
Indiana,Dearborn,8,49564,11201,22.6,1400
Indiana,Decatur,0,26480,5924,22.4,null
Indiana,DeKalb,8,42524,9197,21.6,1150
Indiana,Delaware,36,115938,25540,22,709
Indiana,Dubois,26,42379,9945,23.5,383
Indiana,Elkhart,35,202924,38669,19.1,1105
Indiana,Fayette,20,23426,6065,25.9,303
Indiana,Floyd,16,76481,16661,21.8,1041
Indiana,Fountain,0,16620,4359,26.2,null
Indiana,Franklin,7,22835,5422,23.7,775
Indiana,Fulton,4,20296,5248,25.9,1312
Indiana,Gibson,5,33596,7576,22.6,1515
Indiana,Grant,19,67615,16678,24.7,878
Indiana,Greene,5,32431,8315,25.6,1663
Indiana,Hamilton,10,309687,49209,15.9,4921
Indiana,Hancock,24,72776,15514,21.3,646
Indiana,Harrison,4,39450,9441,23.9,2360
Indiana,Hendricks,39,158170,28822,18.2,739
Indiana,Henry,10,48649,12162,25,1216
Indiana,Howard,13,82457,20461,24.8,1574
Indiana,Huntington,0,36520,8144,22.3,null
Indiana,Jackson,7,43779,9380,21.4,1340
Indiana,Jasper,4,33448,7509,22.4,1877
Indiana,Jay,0,21107,5031,23.8,null
Indiana,Jefferson,6,32293,7164,22.2,1194
Indiana,Jennings,0,27840,6079,21.8,null
Indiana,Johnson,6,149359,29234,19.6,4872
Indiana,Knox,30,37763,8735,23.1,291
Indiana,Kosciusko,14,78720,16785,21.3,1199
Indiana,LaGrange,0,38720,7291,18.8,null
Indiana,Lake,188,488694,104898,21.5,558
Indiana,LaPorte,34,110839,25713,23.2,756
Indiana,Lawrence,6,45669,11750,25.7,1958
Indiana,Madison,21,129641,30680,23.7,1461
Indiana,Marion,526,939964,160942,17.1,306
Indiana,Marshall,7,46752,10866,23.2,1552
Indiana,Martin,0,10219,2501,24.5,null
Indiana,Miami,4,36035,7957,22.1,1989
Indiana,Monroe,38,144436,23773,16.5,626
Indiana,Montgomery,5,38288,8814,23,1763
Indiana,Morgan,10,69533,15510,22.3,1551
Indiana,Newton,0,14056,3390,24.1,null
Indiana,Noble,0,47421,9969,21,null
Indiana,Ohio,0,5911,1568,26.5,null
Indiana,Orange,0,19623,4677,23.8,null
Indiana,Owen,0,20957,5415,25.8,null
Indiana,Parke,0,17062,4098,24,null
Indiana,Perry,4,19229,4691,24.4,1173
Indiana,Pike,0,12471,3271,26.2,null
Indiana,Porter,32,167391,36197,21.6,1131
Indiana,Posey,0,25599,6134,24,null
Indiana,Pulaski,0,12761,3245,25.4,null
Indiana,Putnam,6,37543,8058,21.5,1343
Indiana,Randolph,0,25203,6468,25.7,null
Indiana,Ripley,0,28372,6402,22.6,null
Indiana,Rush,0,16765,4040,24.1,null
Indiana,St. Joseph,74,268613,57385,21.4,775
Indiana,Scott,4,23722,5247,22.1,1312
Indiana,Shelby,0,44339,10052,22.7,null
Indiana,Spencer,0,20610,5172,25.1,null
Indiana,Starke,1,22966,5553,24.2,5553
Indiana,Steuben,2,34459,8776,25.5,4388
Indiana,Sullivan,4,20900,4547,21.8,1137
Indiana,Switzerland,0,10617,2474,23.3,null
Indiana,Tippecanoe,30,186081,28594,15.4,953
Indiana,Tipton,0,15290,3910,25.6,null
Indiana,Union,0,7225,1800,24.9,null
Indiana,Vanderburgh,154,181831,40560,22.3,263
Indiana,Vermillion,6,15644,4085,26.1,681
Indiana,Vigo,54,107723,22306,20.7,413
Indiana,Wabash,0,31848,8461,26.6,null
Indiana,Warren,0,8269,2214,26.8,null
Indiana,Warrick,24,61581,13734,22.3,572
Indiana,Washington,0,27807,6355,22.9,null
Indiana,Wayne,30,66972,16958,25.3,565
Indiana,Wells,7,27832,6613,23.8,945
Indiana,White,0,24279,6402,26.4,null
Indiana,Whitley,0,33481,8060,24.1,null
Iowa,Adair,0,7192,2161,30,null
Iowa,Adams,0,3785,1142,30.2,null
Iowa,Allamakee,0,13940,4004,28.7,null
Iowa,Appanoose,3,12547,3759,30,1253
Iowa,Audubon,0,5711,1817,31.8,null
Iowa,Benton,0,25646,5969,23.3,null
Iowa,Black Hawk,24,132960,28271,21.3,1178
Iowa,Boone,3,26381,6491,24.6,2164
Iowa,Bremer,0,24741,6207,25.1,null
Iowa,Buchanan,0,21101,4777,22.6,null
Iowa,Buena Vista,5,20369,4287,21,857
Iowa,Butler,0,14822,4297,29,null
Iowa,Calhoun,2,9814,3002,30.6,1501
Iowa,Carroll,6,20428,5287,25.9,881
Iowa,Cass,4,13327,3898,29.2,975
Iowa,Cedar,0,18368,4727,25.7,null
Iowa,Cerro Gordo,18,43134,12003,27.8,667
Iowa,Cherokee,0,11577,3637,31.4,null
Iowa,Chickasaw,0,12140,3281,27,null
Iowa,Clarke,0,9267,2256,24.3,null
Iowa,Clay,0,16387,4559,27.8,null
Iowa,Clayton,0,17711,5374,30.3,null
Iowa,Clinton,10,47587,12082,25.4,1208
Iowa,Crawford,0,17131,3829,22.4,null
Iowa,Dallas,0,80864,12950,16,null
Iowa,Davis,0,8834,2110,23.9,null
Iowa,Decatur,0,8105,2081,25.7,null
Iowa,Delaware,0,17326,4418,25.5,null
Iowa,Des Moines,12,39876,10621,26.6,885
Iowa,Dickinson,3,17000,5604,33,1868
Iowa,Dubuque,18,96571,22155,22.9,1231
Iowa,Emmet,0,9661,2546,26.4,null
Iowa,Fayette,0,20139,5519,27.4,null
Iowa,Floyd,0,15904,4425,27.8,null
Iowa,Franklin,0,10326,2904,28.1,null
Iowa,Fremont,0,6985,2030,29.1,null
Iowa,Greene,4,9046,2584,28.6,646
Iowa,Grundy,0,12354,3350,27.1,null
Iowa,Guthrie,0,10664,3168,29.7,null
Iowa,Hamilton,0,15201,4022,26.5,null
Iowa,Hancock,0,10971,3061,27.9,null
Iowa,Hardin,0,17239,4835,28,null
Iowa,Harrison,0,14196,3779,26.6,null
Iowa,Henry,0,19865,4736,23.8,null
Iowa,Howard,0,9321,2496,26.8,null
Iowa,Humboldt,0,9586,2548,26.6,null
Iowa,Ida,0,6965,2010,28.9,null
Iowa,Iowa,0,16231,3976,24.5,null
Iowa,Jackson,0,19409,5316,27.4,null
Iowa,Jasper,4,36789,9289,25.2,2322
Iowa,Jefferson,0,17945,5327,29.7,null
Iowa,Johnson,95,144425,21650,15,228
Iowa,Jones,0,20468,5304,25.9,null
Iowa,Keokuk,0,10223,2899,28.4,null
Iowa,Kossuth,0,15166,4508,29.7,null
Iowa,Lee,10,34785,9123,26.2,912
Iowa,Linn,44,220008,45693,20.8,1038
Iowa,Louisa,0,11238,2610,23.2,null
Iowa,Lucas,0,8600,2459,28.6,null
Iowa,Lyon,0,11745,2710,23.1,null
Iowa,Madison,0,15720,3468,22.1,null
Iowa,Mahaska,0,22301,5458,24.5,null
Iowa,Marion,3,33127,7804,23.6,2601
Iowa,Marshall,0,40476,9549,23.6,null
Iowa,Mills,0,14933,3584,24,null
Iowa,Mitchell,0,10663,2990,28,null
Iowa,Monona,0,8865,2842,32.1,null
Iowa,Monroe,0,7912,1998,25.3,null
Iowa,Montgomery,8,10239,2863,28,358
Iowa,Muscatine,5,42923,9608,22.4,1922
Iowa,O'Brien,0,13944,3787,27.2,null
Iowa,Osceola,0,6149,1621,26.4,null
Iowa,Page,2,15393,4507,29.3,2254
Iowa,Palo Alto,0,9110,2512,27.6,null
Iowa,Plymouth,0,25027,6126,24.5,null
Iowa,Pocahontas,0,6972,2100,30.1,null
Iowa,Polk,112,467235,81860,17.5,731
Iowa,Pottawattamie,29,93287,21265,22.8,733
Iowa,Poweshiek,5,18428,4687,25.4,937
Iowa,Ringgold,0,4986,1529,30.7,null
Iowa,Sac,0,9936,2963,29.8,null
Iowa,Scott,46,171493,36851,21.5,801
Iowa,Shelby,0,11772,3381,28.7,null
Iowa,Sioux,0,34692,6858,19.8,null
Iowa,Story,14,95888,14980,15.6,1070
Iowa,Tama,0,17236,4455,25.8,null
Iowa,Taylor,0,6214,1749,28.1,null
Iowa,Union,4,12497,3366,26.9,842
Iowa,Van Buren,0,7308,2036,27.9,null
Iowa,Wapello,11,35321,8335,23.6,758
Iowa,Warren,0,48630,10113,20.8,null
Iowa,Washington,0,22095,5388,24.4,null
Iowa,Wayne,0,6405,1872,29.2,null
Iowa,Webster,8,36945,8966,24.3,1121
Iowa,Winnebago,0,10545,3095,29.4,null
Iowa,Winneshiek,0,20575,5243,25.5,null
Iowa,Woodbury,33,102397,20666,20.2,626
Iowa,Worth,0,7502,1990,26.5,null
Iowa,Wright,0,12864,3778,29.4,null
Kansas,Allen,0,12752,3383,26.5,null
Kansas,Anderson,0,7840,2090,26.7,null
Kansas,Atchison,4,16466,3518,21.4,880
Kansas,Barber,0,4905,1307,26.6,null
Kansas,Barton,4,27067,6712,24.8,1678
Kansas,Bourbon,0,14757,3661,24.8,null
Kansas,Brown,0,9736,2486,25.5,null
Kansas,Butler,16,66260,13403,20.2,838
Kansas,Chase,0,2665,837,31.4,null
Kansas,Chautauqua,0,3425,1156,33.8,null
Kansas,Cherokee,0,20501,5088,24.8,null
Kansas,Cheyenne,0,2677,911,34,null
Kansas,Clark,0,2089,587,28.1,null
Kansas,Clay,0,8203,2413,29.4,null
Kansas,Cloud,0,9191,2463,26.8,null
Kansas,Coffey,0,8328,2233,26.8,null
Kansas,Comanche,0,1741,582,33.4,null
Kansas,Cowley,4,35732,8333,23.3,2083
Kansas,Crawford,12,39099,7956,20.3,663
Kansas,Decatur,0,2891,989,34.2,null
Kansas,Dickinson,0,19162,4867,25.4,null
Kansas,Doniphan,0,7790,2038,26.2,null
Kansas,Douglas,10,117806,18450,15.7,1845
Kansas,Edwards,0,2946,782,26.5,null
Kansas,Elk,0,2581,935,36.2,null
Kansas,Ellis,34,28877,5912,20.5,174
Kansas,Ellsworth,0,6331,1772,28,null
Kansas,Finney,8,37097,5555,15,694
Kansas,Ford,10,34658,5103,14.7,510
Kansas,Franklin,5,25599,5593,21.8,1119
Kansas,Geary,6,35796,3964,11.1,661
Kansas,Gove,0,2632,882,33.5,null
Kansas,Graham,0,2561,862,33.7,null
Kansas,Grant,0,7716,1303,16.9,null
Kansas,Gray,0,6004,1227,20.4,null
Kansas,Greeley,0,1210,371,30.7,null
Kansas,Greenwood,0,6227,2057,33,null
Kansas,Hamilton,0,2621,455,17.4,null
Kansas,Harper,0,5746,1672,29.1,null
Kansas,Harvey,6,34683,8619,24.9,1437
Kansas,Haskell,0,4081,804,19.7,null
Kansas,Hodgeman,0,1875,577,30.8,null
Kansas,Jackson,0,13322,3473,26.1,null
Kansas,Jefferson,0,18856,4716,25,null
Kansas,Jewell,0,2963,1107,37.4,null
Kansas,Johnson,110,578797,110038,19,1000
Kansas,Kearny,0,3931,755,19.2,null
Kansas,Kingman,0,7576,2096,27.7,null
Kansas,Kiowa,0,2524,729,28.9,null
Kansas,Labette,5,20553,5125,24.9,1025
Kansas,Lane,0,1702,442,26,null
Kansas,Leavenworth,10,79359,15061,19,1506
Kansas,Lincoln,0,3121,944,30.2,null
Kansas,Linn,0,9602,2635,27.4,null
Kansas,Logan,0,2790,840,30.1,null
Kansas,Lyon,6,33302,6409,19.2,1068
Kansas,McPherson,7,28792,7540,26.2,1077
Kansas,Marion,0,12087,3564,29.5,null
Kansas,Marshall,0,9859,2826,28.7,null
Kansas,Meade,0,4295,1016,23.7,null
Kansas,Miami,0,32976,7544,22.9,null
Kansas,Mitchell,4,6230,1776,28.5,444
Kansas,Montgomery,7,33463,8712,26,1245
Kansas,Morris,0,5605,1854,33.1,null
Kansas,Morton,0,2931,666,22.7,null
Kansas,Nemaha,0,10095,2619,25.9,null
Kansas,Neosho,5,16209,4042,24.9,808
Kansas,Ness,0,3001,969,32.3,null
Kansas,Norton,0,5527,1317,23.8,null
Kansas,Osage,0,15894,4124,25.9,null
Kansas,Osborne,0,3684,1175,31.9,null
Kansas,Ottawa,0,5957,1490,25,null
Kansas,Pawnee,0,6776,1864,27.5,null
Kansas,Phillips,0,5446,1631,29.9,null
Kansas,Pottawatomie,0,23188,4546,19.6,null
Kansas,Pratt,6,9670,2512,26,419
Kansas,Rawlins,0,2520,865,34.3,null
Kansas,Reno,20,63360,15902,25.1,795
Kansas,Republic,0,4705,1745,37.1,null
Kansas,Rice,0,9868,2499,25.3,null
Kansas,Riley,8,75696,8478,11.2,1060
Kansas,Rooks,0,5148,1392,27,null
Kansas,Rush,0,3119,974,31.2,null
Kansas,Russell,0,6987,2235,32,null
Kansas,Saline,18,55334,12413,22.4,690
Kansas,Scott,0,4981,1338,26.9,null
Kansas,Sedgwick,236,510484,97508,19.1,413
Kansas,Seward,8,22948,3309,14.4,414
Kansas,Shawnee,52,178392,41511,23.3,798
Kansas,Sheridan,0,2497,725,29,null
Kansas,Sherman,0,5999,1592,26.5,null
Kansas,Smith,0,3693,1327,35.9,null
Kansas,Stafford,0,4251,1151,27.1,null
Kansas,Stanton,0,2107,490,23.3,null
Kansas,Stevens,0,5741,1076,18.7,null
Kansas,Sumner,0,23336,5525,23.7,null
Kansas,Thomas,1,7847,1833,23.4,1833
Kansas,Trego,0,2899,892,30.8,null
Kansas,Wabaunsee,0,6918,1733,25.1,null
Kansas,Wallace,0,1591,421,26.5,null
Kansas,Washington,0,5572,1719,30.9,null
Kansas,Wichita,0,2157,537,24.9,null
Kansas,Wilson,0,8858,2497,28.2,null
Kansas,Woodson,0,3178,1025,32.3,null
Kansas,Wyandotte,145,163227,27635,16.9,191
Kentucky,Adair,0,19304,4558,23.6,null
Kentucky,Allen,0,20628,4783,23.2,null
Kentucky,Anderson,0,22017,4689,21.3,null
Kentucky,Ballard,0,8152,2211,27.1,null
Kentucky,Barren,10,43418,9933,22.9,993
Kentucky,Bath,0,12189,2815,23.1,null
Kentucky,Bell,7,27469,6714,24.4,959
Kentucky,Boone,18,127682,22880,17.9,1271
Kentucky,Bourbon,4,20017,4949,24.7,1237
Kentucky,Boyd,50,48486,12601,26,252
Kentucky,Boyle,22,29773,7324,24.6,333
Kentucky,Bracken,0,8330,1834,22,null
Kentucky,Breathitt,4,13276,2950,22.2,738
Kentucky,Breckinridge,0,19991,5162,25.8,null
Kentucky,Bullitt,0,78622,16484,21,null
Kentucky,Butler,0,12735,3036,23.8,null
Kentucky,Caldwell,0,12747,3148,24.7,null
Kentucky,Calloway,10,38616,8253,21.4,825
Kentucky,Campbell,21,91804,19251,21,917
Kentucky,Carlisle,0,4890,1333,27.3,null
Kentucky,Carroll,0,10695,2153,20.1,null
Kentucky,Carter,0,27385,6600,24.1,null
Kentucky,Casey,0,15805,4012,25.4,null
Kentucky,Christian,18,72438,11300,15.6,628
Kentucky,Clark,8,35757,8552,23.9,1069
Kentucky,Clay,6,20866,4137,19.8,690
Kentucky,Clinton,0,10208,2661,26.1,null
Kentucky,Crittenden,0,9154,2418,26.4,null
Kentucky,Cumberland,0,6744,1807,26.8,null
Kentucky,Daviess,32,99258,22152,22.3,692
Kentucky,Edmonson,0,12063,3138,26,null
Kentucky,Elliott,0,7533,1799,23.9,null
Kentucky,Estill,0,14382,3491,24.3,null
Kentucky,Fayette,260,315109,55235,17.5,212
Kentucky,Fleming,3,14515,3347,23.1,1116
Kentucky,Floyd,16,37447,8825,23.6,552
Kentucky,Franklin,10,49969,11999,24,1200
Kentucky,Fulton,0,6259,1667,26.6,null
Kentucky,Gallatin,0,8652,1693,19.6,null
Kentucky,Garrard,0,17226,4077,23.7,null
Kentucky,Grant,0,24800,4489,18.1,null
Kentucky,Graves,8,37259,8947,24,1118
Kentucky,Grayson,6,26129,6066,23.2,1011
Kentucky,Green,0,11044,3113,28.2,null
Kentucky,Greenup,0,36012,9521,26.4,null
Kentucky,Hancock,0,8700,1996,22.9,null
Kentucky,Hardin,20,107699,19472,18.1,974
Kentucky,Harlan,7,27548,6579,23.9,940
Kentucky,Harrison,6,18630,4370,23.5,728
Kentucky,Hart,0,18531,4124,22.3,null
Kentucky,Henderson,12,46252,10871,23.5,906
Kentucky,Henry,0,15677,3627,23.1,null
Kentucky,Hickman,0,4625,1387,30,null
Kentucky,Hopkins,19,45985,11048,24,581
Kentucky,Jackson,0,13369,3018,22.6,null
Kentucky,Jefferson,366,764378,161771,21.2,442
Kentucky,Jessamine,0,51667,10163,19.7,null
Kentucky,Johnson,6,23064,5441,23.6,907
Kentucky,Kenton,54,163987,31245,19.1,579
